cif,account_number,transaction_id,transaction_date,transaction_amount,transaction_channel,merchant_category,card_base
864707353678701,1862055076,624066562,8/27/2025,7188812,Mobile,Transport,Off-us
864707353678701,1862055076,883180517,2/12/2025,4171174,EDC,Retail,On-us
611622884961985,6641342315,919550410,7/13/2025,224340,EDC,Transport,Off-us
611622884961985,6641342315,489774518,10/7/2025,6752332,E-Wallet,F&B,On-us
611622884961985,6641342315,871300636,6/8/2025,2627681,EDC,Retail,On-us
611622884961985,6641342315,428707260,4/1/2025,2478005,QRIS,Utilities,On-us
611622884961985,6641342315,328977187,1/29/2025,9934715,E-Wallet,Travel,On-us
611622884961985,6641342315,431472416,4/3/2025,4212190,ATM,Entertainment,Off-us
611622884961985,6641342315,930636225,9/21/2025,6537654,Internet,F&B,On-us
611622884961985,6641342315,580452294,10/4/2025,4350527,QRIS,E-Commerce,Off-us
611622884961985,6641342315,817765450,6/21/2025,2269796,Internet,Transport,On-us
611622884961985,6641342315,255471708,2/8/2025,9002408,ATM,Entertainment,On-us
611622884961985,6641342315,254051172,5/21/2025,935322,E-Wallet,Transport,Off-us
611622884961985,6641342315,369801801,8/5/2025,3026330,Internet,F&B,On-us
611622884961985,6641342315,547966489,1/26/2025,3000208,Internet,Retail,On-us
611622884961985,6641342315,798735138,10/5/2025,7469185,EDC,Transport,Off-us
611622884961985,6641342315,755389420,1/8/2025,1929091,Internet,Travel,Off-us
611622884961985,6641342315,539198886,3/17/2025,9880061,EDC,Travel,Off-us
611622884961985,6641342315,425756321,6/3/2025,6236847,EDC,Utilities,Off-us
611622884961985,6641342315,397603125,8/4/2025,6695138,QRIS,Travel,Off-us
611622884961985,6641342315,587836083,5/21/2025,5820184,ATM,E-Commerce,Off-us
611622884961985,6641342315,784026297,6/16/2025,9799104,QRIS,Utilities,Off-us
611622884961985,6641342315,723206472,8/1/2025,8893938,Internet,Travel,On-us
611622884961985,6641342315,495903522,5/26/2025,5583280,Internet,Entertainment,Off-us
611622884961985,9303000369,303126663,8/24/2025,9114003,E-Wallet,Travel,Off-us
611622884961985,9303000369,822513832,3/14/2025,1761523,QRIS,Travel,Off-us
611622884961985,9303000369,190503593,3/27/2025,6088124,E-Wallet,F&B,Off-us
611622884961985,9303000369,193058228,9/2/2025,4973670,EDC,Entertainment,Off-us
611622884961985,9303000369,196788125,5/10/2025,5177064,QRIS,Travel,On-us
611622884961985,9303000369,612711000,10/15/2025,2139973,EDC,Transport,Off-us
611622884961985,9303000369,169223264,2/24/2025,291368,QRIS,Transport,On-us
611622884961985,9303000369,387191840,7/15/2025,4869675,QRIS,Retail,On-us
611622884961985,9303000369,969280668,4/2/2025,7239970,QRIS,E-Commerce,On-us
611622884961985,9303000369,837837157,9/9/2025,2148038,Mobile,Utilities,Off-us
611622884961985,9303000369,575019529,3/2/2025,3145024,ATM,Travel,Off-us
611622884961985,9303000369,661251213,6/19/2025,6711906,EDC,Entertainment,Off-us
611622884961985,9303000369,605756077,2/18/2025,8259207,EDC,Retail,Off-us
611622884961985,9303000369,363378903,7/29/2025,5757928,EDC,Travel,Off-us
611622884961985,9303000369,799786756,5/10/2025,5981738,Internet,Transport,On-us
611622884961985,9303000369,378026866,1/4/2025,2224651,Mobile,E-Commerce,Off-us
611622884961985,9303000369,762050300,10/9/2025,1490206,E-Wallet,F&B,Off-us
611622884961985,5760543354,400428082,3/28/2025,2182648,Internet,Entertainment,On-us
611622884961985,5760543354,947666301,7/17/2025,9241333,E-Wallet,Entertainment,On-us
611622884961985,5760543354,309763516,2/21/2025,3378278,Mobile,F&B,Off-us
611622884961985,5760543354,510826137,3/20/2025,4810325,Mobile,Travel,Off-us
611622884961985,5760543354,872038068,9/4/2025,7454559,QRIS,E-Commerce,On-us
611622884961985,5760543354,601310935,2/13/2025,4848420,ATM,Travel,On-us
611622884961985,5760543354,158897992,3/12/2025,8704566,QRIS,E-Commerce,On-us
611622884961985,5760543354,885900568,3/12/2025,241232,EDC,Entertainment,On-us
611622884961985,5760543354,242079893,2/10/2025,112278,Mobile,Travel,On-us
611622884961985,5760543354,817200911,7/8/2025,4442684,EDC,Entertainment,Off-us
611622884961985,5760543354,264268001,2/24/2025,4907529,ATM,Travel,Off-us
611622884961985,5760543354,542471174,6/20/2025,7520128,ATM,Retail,Off-us
611622884961985,5760543354,414155155,10/14/2025,1235273,QRIS,Entertainment,Off-us
611622884961985,5760543354,847863711,2/16/2025,6783833,Mobile,Travel,Off-us
611622884961985,5760543354,190177693,6/10/2025,5893528,Mobile,Transport,Off-us
611622884961985,5760543354,146130398,9/11/2025,3057362,Mobile,Entertainment,Off-us
611622884961985,5760543354,206722855,5/18/2025,883992,EDC,E-Commerce,Off-us
611622884961985,5760543354,407590353,6/21/2025,5286966,Mobile,Transport,On-us
611622884961985,5760543354,812940931,5/4/2025,1117008,E-Wallet,Retail,Off-us
611622884961985,5760543354,678703834,8/19/2025,683472,EDC,F&B,Off-us
611622884961985,5760543354,761900924,4/22/2025,6890509,EDC,Travel,On-us
611622884961985,5760543354,703374010,3/30/2025,5749711,EDC,Transport,On-us
611622884961985,5760543354,249695804,6/15/2025,4764006,ATM,Entertainment,Off-us
611622884961985,5760543354,396947058,8/7/2025,6298544,Mobile,Retail,Off-us
112324187139234,6017029046,519571873,8/21/2025,3270837,Mobile,E-Commerce,Off-us
112324187139234,6017029046,656015179,3/14/2025,1514759,EDC,Entertainment,On-us
112324187139234,6017029046,890462070,2/19/2025,6823947,EDC,E-Commerce,Off-us
112324187139234,6017029046,827070755,7/21/2025,2911005,QRIS,E-Commerce,On-us
112324187139234,6017029046,527687080,8/18/2025,1867311,E-Wallet,Transport,On-us
112324187139234,6017029046,142754286,2/17/2025,3427470,Internet,Entertainment,Off-us
112324187139234,6017029046,250486440,1/5/2025,8958266,Internet,F&B,Off-us
112324187139234,6017029046,432395627,7/9/2025,3226516,Mobile,Retail,On-us
112324187139234,6017029046,878096224,8/10/2025,4272991,QRIS,E-Commerce,Off-us
112324187139234,6017029046,554757802,10/23/2025,9765630,Mobile,E-Commerce,Off-us
112324187139234,6017029046,127475530,9/18/2025,2144891,E-Wallet,F&B,On-us
925527050224572,7979715042,739539954,4/29/2025,1050997,Internet,Transport,Off-us
925527050224572,7979715042,862050048,6/23/2025,3701805,EDC,Transport,On-us
925527050224572,7979715042,213522889,1/21/2025,1747506,QRIS,Retail,Off-us
925527050224572,7979715042,980526200,6/22/2025,2962149,EDC,F&B,Off-us
925527050224572,7979715042,711493683,3/9/2025,9492914,ATM,Entertainment,On-us
925527050224572,9806069940,493555291,5/21/2025,8526523,EDC,Entertainment,On-us
925527050224572,9806069940,741829006,7/14/2025,9030767,EDC,Entertainment,Off-us
925527050224572,9806069940,734304058,2/21/2025,6748227,ATM,Transport,Off-us
925527050224572,9806069940,159484218,9/15/2025,6314857,ATM,Transport,Off-us
925527050224572,9806069940,117815462,1/4/2025,8926260,EDC,E-Commerce,On-us
925527050224572,9806069940,271426330,8/7/2025,5778954,Internet,Retail,On-us
925527050224572,9806069940,170240576,1/11/2025,8802486,ATM,Entertainment,On-us
925527050224572,9806069940,385851662,2/26/2025,2663730,QRIS,Transport,On-us
925527050224572,9806069940,105022943,8/13/2025,7119701,Internet,Travel,Off-us
925527050224572,9806069940,610065161,2/23/2025,3110324,E-Wallet,F&B,Off-us
582308403064803,4192676372,347461262,7/14/2025,4150964,Mobile,Retail,Off-us
582308403064803,4192676372,520549720,3/22/2025,8600211,Internet,Utilities,On-us
582308403064803,4192676372,548972813,4/29/2025,5889534,Internet,E-Commerce,Off-us
582308403064803,4192676372,289089369,6/27/2025,2104691,Internet,F&B,Off-us
582308403064803,4192676372,162143142,7/17/2025,7862288,QRIS,Transport,On-us
582308403064803,4192676372,527372617,1/26/2025,469944,Mobile,Transport,Off-us
582308403064803,4192676372,418557506,6/29/2025,3753470,EDC,E-Commerce,Off-us
582308403064803,4192676372,859217765,1/12/2025,985109,QRIS,Travel,On-us
582308403064803,4192676372,763029115,9/6/2025,1686119,EDC,Entertainment,On-us
582308403064803,4192676372,706690275,10/26/2025,2155752,E-Wallet,Entertainment,Off-us
582308403064803,4192676372,222848205,7/21/2025,4555568,E-Wallet,Entertainment,Off-us
582308403064803,4192676372,700051059,2/22/2025,7571432,Mobile,Entertainment,On-us
582308403064803,4192676372,277214812,5/4/2025,6967448,ATM,Utilities,On-us
582308403064803,4192676372,271316782,6/5/2025,1990828,Internet,E-Commerce,On-us
582308403064803,4192676372,505565521,4/29/2025,6205170,EDC,Utilities,On-us
582308403064803,4192676372,533217563,9/26/2025,4471106,EDC,E-Commerce,Off-us
582308403064803,4192676372,370038051,9/15/2025,3728488,EDC,Travel,On-us
582308403064803,4192676372,540384398,3/26/2025,8230393,Mobile,F&B,On-us
582308403064803,4192676372,697413351,7/8/2025,5524914,Internet,Travel,Off-us
582308403064803,4192676372,655036508,4/15/2025,6406448,ATM,F&B,Off-us
582308403064803,4192676372,447227808,5/13/2025,3332497,EDC,Entertainment,On-us
582308403064803,1664800955,704319187,1/27/2025,278773,QRIS,E-Commerce,On-us
582308403064803,1664800955,177413583,4/19/2025,5954358,Mobile,Entertainment,Off-us
582308403064803,1664800955,476996590,4/16/2025,53308,QRIS,Utilities,On-us
582308403064803,1664800955,557417713,7/30/2025,7371716,E-Wallet,Travel,On-us
582308403064803,1664800955,376907481,5/29/2025,6420735,E-Wallet,Transport,Off-us
582308403064803,1664800955,545933943,8/19/2025,3426918,ATM,Transport,On-us
582308403064803,1664800955,825560939,3/21/2025,6163184,EDC,F&B,Off-us
582308403064803,1664800955,478661976,8/14/2025,7990308,Mobile,Travel,Off-us
582308403064803,1664800955,754415576,10/25/2025,6105329,Mobile,Transport,Off-us
582308403064803,1664800955,938347375,7/25/2025,3992958,ATM,Utilities,On-us
582308403064803,1664800955,169857956,9/28/2025,6098810,QRIS,Retail,Off-us
582308403064803,2093772547,974174950,2/5/2025,8335414,EDC,F&B,Off-us
582308403064803,2093772547,923994386,2/27/2025,9533592,Internet,Transport,Off-us
582308403064803,2093772547,926484371,4/12/2025,7761724,QRIS,Retail,Off-us
582308403064803,2093772547,524702017,8/10/2025,3768638,EDC,Entertainment,Off-us
582308403064803,2093772547,978041060,3/9/2025,2882720,ATM,Transport,On-us
582308403064803,2093772547,918997345,1/9/2025,9418833,ATM,E-Commerce,Off-us
582308403064803,2093772547,218980834,8/29/2025,1329250,Mobile,Retail,Off-us
582308403064803,2093772547,929625581,9/28/2025,4457424,E-Wallet,Travel,Off-us
582308403064803,2093772547,835061813,4/28/2025,322154,QRIS,Retail,On-us
582308403064803,2093772547,417688134,9/3/2025,8808281,QRIS,Travel,Off-us
582308403064803,2093772547,473608032,3/8/2025,5564623,ATM,Travel,On-us
582308403064803,2093772547,383293879,2/25/2025,992786,EDC,Retail,Off-us
582308403064803,2093772547,290612172,8/2/2025,3032196,Internet,E-Commerce,Off-us
582308403064803,2093772547,156729913,8/21/2025,2386044,EDC,Transport,On-us
582308403064803,2093772547,579125427,1/2/2025,6515882,Internet,Entertainment,Off-us
582308403064803,2093772547,827863420,3/23/2025,5805118,E-Wallet,Retail,Off-us
582308403064803,2093772547,486681071,8/1/2025,8017407,ATM,Entertainment,Off-us
582308403064803,2093772547,698550247,5/30/2025,7166835,E-Wallet,Entertainment,Off-us
582308403064803,2093772547,760959281,7/2/2025,8895254,EDC,Transport,Off-us
582308403064803,2093772547,543574282,4/22/2025,4607152,EDC,Entertainment,On-us
487715365377603,3789765780,366135958,2/14/2025,8416066,EDC,Utilities,Off-us
487715365377603,3789765780,954825359,4/10/2025,3108227,Internet,F&B,Off-us
487715365377603,3789765780,478437161,9/10/2025,5869174,Internet,Retail,Off-us
487715365377603,3789765780,627762648,3/5/2025,869322,E-Wallet,Transport,Off-us
487715365377603,3789765780,134049239,2/23/2025,4358286,EDC,Entertainment,Off-us
487715365377603,3789765780,914470848,8/28/2025,9719539,Mobile,Retail,Off-us
487715365377603,3789765780,849285991,3/6/2025,6986944,Internet,F&B,Off-us
487715365377603,3789765780,925046894,8/25/2025,8779372,QRIS,Entertainment,On-us
487715365377603,3789765780,566399477,9/23/2025,1314510,E-Wallet,Retail,Off-us
487715365377603,3789765780,290964808,6/8/2025,7678668,Internet,Transport,Off-us
487715365377603,3789765780,321819050,6/1/2025,4221039,QRIS,E-Commerce,Off-us
487715365377603,3789765780,321006195,5/9/2025,633783,E-Wallet,Retail,Off-us
487715365377603,3789765780,920628932,4/6/2025,9818472,QRIS,Entertainment,Off-us
487715365377603,3789765780,857118799,7/19/2025,7761378,ATM,Transport,Off-us
487715365377603,3789765780,820593507,1/27/2025,1455285,QRIS,Travel,On-us
487715365377603,3789765780,516966585,2/7/2025,5928714,Mobile,Travel,On-us
487715365377603,3789765780,961690380,6/23/2025,3716374,ATM,Utilities,Off-us
200195118338445,1234115583,756269371,4/15/2025,4381038,Mobile,Retail,Off-us
200195118338445,1234115583,843925664,3/15/2025,1167838,EDC,Travel,On-us
200195118338445,1234115583,909032782,3/6/2025,5275672,EDC,Transport,Off-us
200195118338445,1234115583,375700943,2/23/2025,9787384,ATM,Retail,On-us
200195118338445,1234115583,569164469,4/13/2025,5630579,Mobile,Entertainment,Off-us
200195118338445,1234115583,544736011,3/27/2025,1874962,QRIS,Retail,Off-us
200195118338445,1234115583,494804301,2/24/2025,6373971,Internet,Retail,Off-us
200195118338445,1234115583,950324388,6/23/2025,5716258,EDC,Entertainment,On-us
200195118338445,1234115583,860727164,5/11/2025,1490845,EDC,E-Commerce,On-us
200195118338445,1234115583,448235617,4/10/2025,7122322,Internet,Entertainment,Off-us
200195118338445,1234115583,826866415,1/5/2025,3676916,Mobile,Entertainment,Off-us
200195118338445,1234115583,300042012,1/3/2025,9818127,Internet,F&B,On-us
200195118338445,1234115583,363974127,10/6/2025,2237544,QRIS,Entertainment,On-us
200195118338445,1234115583,626870457,6/30/2025,4849869,E-Wallet,Transport,On-us
200195118338445,1234115583,199499823,8/15/2025,8206586,Internet,Utilities,On-us
200195118338445,1234115583,802149674,5/24/2025,6367694,QRIS,Utilities,On-us
200195118338445,1234115583,391947560,2/19/2025,5956924,QRIS,Utilities,On-us
200195118338445,1234115583,758768410,9/13/2025,8344377,E-Wallet,F&B,Off-us
200195118338445,1234115583,443492732,7/31/2025,6585312,Internet,Transport,Off-us
200195118338445,1234115583,475378808,6/30/2025,9436655,ATM,Transport,Off-us
200195118338445,1234115583,768516066,6/11/2025,1422337,Internet,F&B,Off-us
200195118338445,1234115583,500850617,6/24/2025,3524280,ATM,Travel,On-us
200195118338445,1234115583,847817846,9/26/2025,327756,Internet,Utilities,On-us
200195118338445,1234115583,656075837,5/4/2025,773967,Mobile,E-Commerce,Off-us
200195118338445,5337961677,818573455,9/25/2025,7971486,Mobile,E-Commerce,On-us
200195118338445,5337961677,344440122,7/30/2025,8022307,QRIS,Retail,Off-us
200195118338445,5337961677,970104780,2/23/2025,8991983,Internet,Transport,On-us
200195118338445,5337961677,613054537,6/10/2025,9499683,E-Wallet,F&B,On-us
200195118338445,5337961677,473612598,3/26/2025,7500037,E-Wallet,F&B,Off-us
200195118338445,5337961677,669527003,4/20/2025,6251491,E-Wallet,Retail,On-us
200195118338445,5337961677,913816432,9/9/2025,778889,QRIS,Transport,Off-us
200195118338445,5337961677,660534103,4/10/2025,794930,Internet,Entertainment,On-us
200195118338445,5337961677,572346406,1/3/2025,6959460,EDC,Utilities,Off-us
200195118338445,5337961677,943055285,1/13/2025,1936835,Mobile,Transport,Off-us
200195118338445,6664277249,246549435,1/19/2025,1020209,ATM,F&B,Off-us
200195118338445,6664277249,352963279,7/29/2025,4060328,EDC,F&B,On-us
200195118338445,6664277249,441897793,1/2/2025,582405,E-Wallet,Retail,Off-us
200195118338445,6664277249,325911151,2/12/2025,9857803,E-Wallet,Travel,On-us
200195118338445,6664277249,342900247,1/14/2025,5775518,Internet,E-Commerce,Off-us
200195118338445,6664277249,424273910,1/12/2025,6624266,ATM,Entertainment,Off-us
200195118338445,6664277249,190814867,8/28/2025,2597965,ATM,F&B,Off-us
200195118338445,6664277249,391254085,8/8/2025,6865561,Mobile,E-Commerce,Off-us
200195118338445,6664277249,412465431,10/17/2025,6042195,Mobile,Utilities,Off-us
200195118338445,6664277249,623023987,4/8/2025,342969,EDC,Retail,On-us
492612318499631,9461587611,915252854,6/23/2025,9080977,Mobile,Utilities,On-us
680075562001911,6571492210,216649990,2/12/2025,9517849,ATM,Transport,On-us
680075562001911,6571492210,887442558,6/4/2025,792145,Internet,E-Commerce,Off-us
680075562001911,6571492210,982987640,1/9/2025,9721356,E-Wallet,Entertainment,Off-us
680075562001911,6571492210,896212495,7/13/2025,103635,E-Wallet,F&B,Off-us
680075562001911,6571492210,344470189,8/7/2025,8011447,ATM,F&B,On-us
680075562001911,6571492210,926435359,3/7/2025,2626466,Internet,Transport,On-us
680075562001911,6571492210,251800685,2/28/2025,7149667,EDC,Travel,Off-us
680075562001911,6571492210,435588257,6/18/2025,1928949,E-Wallet,Entertainment,On-us
680075562001911,6571492210,618651006,10/19/2025,8937062,EDC,E-Commerce,On-us
680075562001911,6571492210,897569569,4/17/2025,579166,QRIS,E-Commerce,Off-us
680075562001911,6571492210,221906850,7/2/2025,4064949,Mobile,Transport,On-us
680075562001911,6571492210,517258088,3/26/2025,1598372,QRIS,Entertainment,On-us
680075562001911,6571492210,297936571,9/19/2025,9121398,EDC,Transport,Off-us
680075562001911,6571492210,457007835,8/19/2025,2802555,Mobile,Utilities,On-us
759156122072455,5964344565,299149776,5/11/2025,9848148,Internet,Utilities,Off-us
759156122072455,5964344565,569385976,5/4/2025,2574162,ATM,Transport,Off-us
759156122072455,5964344565,285296487,4/7/2025,8009113,Mobile,Entertainment,Off-us
759156122072455,5964344565,984074607,5/29/2025,4099025,EDC,Utilities,Off-us
759156122072455,5964344565,861355601,10/27/2025,7154203,Internet,F&B,On-us
759156122072455,5964344565,875373488,4/28/2025,6490168,EDC,Utilities,On-us
759156122072455,5964344565,618137852,3/19/2025,9786496,Internet,Travel,On-us
759156122072455,5964344565,676814784,1/6/2025,1605909,Mobile,Travel,On-us
759156122072455,5964344565,724864186,10/12/2025,5646153,EDC,Travel,On-us
759156122072455,5964344565,443110585,8/2/2025,1440843,QRIS,Entertainment,On-us
759156122072455,5964344565,745521212,3/5/2025,3757642,ATM,E-Commerce,Off-us
759156122072455,5964344565,384534909,6/6/2025,4511976,Mobile,E-Commerce,On-us
759156122072455,5964344565,860155659,9/1/2025,2806337,Mobile,Utilities,Off-us
759156122072455,5964344565,847228458,4/7/2025,1025105,E-Wallet,Retail,On-us
759156122072455,5964344565,610185574,4/23/2025,1277302,Mobile,Utilities,On-us
759156122072455,5964344565,292529267,1/8/2025,2923303,EDC,Travel,Off-us
759156122072455,5964344565,251952552,5/2/2025,2826691,Mobile,Utilities,Off-us
759156122072455,5964344565,432393547,6/18/2025,6768993,QRIS,Retail,Off-us
759156122072455,5101965162,324010700,10/6/2025,6617416,E-Wallet,Transport,Off-us
759156122072455,5101965162,442558539,6/2/2025,6154059,E-Wallet,E-Commerce,On-us
759156122072455,5101965162,750079409,5/9/2025,4413369,EDC,Retail,On-us
759156122072455,5101965162,243745373,5/13/2025,866110,Internet,Retail,On-us
759156122072455,5101965162,109100871,7/27/2025,9828893,EDC,E-Commerce,Off-us
759156122072455,5101965162,546487105,4/15/2025,6171092,E-Wallet,Entertainment,Off-us
759156122072455,5101965162,723340409,1/31/2025,7563518,QRIS,Utilities,Off-us
759156122072455,5101965162,933429139,5/12/2025,5243358,E-Wallet,F&B,On-us
759156122072455,5101965162,922676331,10/24/2025,8410041,ATM,Retail,Off-us
759156122072455,5101965162,795271310,5/15/2025,2756008,Mobile,Retail,Off-us
759156122072455,5101965162,250864625,3/12/2025,7496494,Mobile,Entertainment,On-us
759156122072455,5101965162,304727740,10/13/2025,2190594,QRIS,Utilities,Off-us
759156122072455,5101965162,728480175,10/6/2025,2050428,QRIS,Entertainment,Off-us
759156122072455,5101965162,309476347,4/13/2025,4016666,ATM,Entertainment,On-us
759156122072455,5101965162,846171130,6/26/2025,1717669,EDC,Utilities,On-us
861440668452034,4951541921,271411094,9/30/2025,3318262,E-Wallet,Utilities,On-us
861440668452034,4951541921,697032251,8/8/2025,2725626,Mobile,E-Commerce,On-us
861440668452034,4951541921,461510209,3/5/2025,5325923,QRIS,Entertainment,On-us
861440668452034,4951541921,546166987,6/22/2025,9335032,Mobile,E-Commerce,Off-us
861440668452034,4951541921,890473662,5/9/2025,8229884,E-Wallet,E-Commerce,Off-us
861440668452034,4951541921,127900113,7/12/2025,4852181,QRIS,Retail,Off-us
861440668452034,4951541921,980259685,3/30/2025,6530323,QRIS,Utilities,Off-us
861440668452034,4951541921,479193568,6/10/2025,5473744,E-Wallet,Entertainment,On-us
861440668452034,4951541921,518570094,10/24/2025,8968856,ATM,Transport,Off-us
861440668452034,4951541921,112193242,1/31/2025,7208560,E-Wallet,F&B,Off-us
861440668452034,4951541921,272128635,4/6/2025,1387529,ATM,Entertainment,Off-us
861440668452034,4951541921,458608594,5/6/2025,9158370,E-Wallet,Utilities,Off-us
861440668452034,6405462299,613229630,3/11/2025,9795023,Internet,Transport,Off-us
861440668452034,6405462299,600882116,1/8/2025,2626506,QRIS,Transport,Off-us
861440668452034,6405462299,679174134,1/31/2025,5207967,QRIS,F&B,Off-us
861440668452034,6405462299,499257813,7/19/2025,6033331,EDC,Entertainment,Off-us
861440668452034,5824616172,337568796,1/13/2025,2357386,QRIS,Entertainment,Off-us
861440668452034,5824616172,381747439,4/2/2025,4127823,EDC,Transport,Off-us
861440668452034,5824616172,476964441,9/2/2025,9619810,E-Wallet,Transport,Off-us
861440668452034,5824616172,966548229,5/12/2025,6675398,QRIS,Entertainment,Off-us
861440668452034,5824616172,854805496,1/7/2025,9447272,Internet,Transport,On-us
861440668452034,5824616172,906772162,7/17/2025,148592,ATM,Travel,On-us
861440668452034,5824616172,789803243,4/30/2025,3655556,Mobile,Travel,On-us
861440668452034,5824616172,872274994,10/14/2025,6353841,E-Wallet,F&B,On-us
861440668452034,5824616172,244519735,1/18/2025,4271931,E-Wallet,Entertainment,Off-us
861440668452034,5824616172,411756408,7/3/2025,9922208,EDC,Retail,Off-us
861440668452034,5824616172,213394255,8/24/2025,8726959,EDC,Entertainment,Off-us
861440668452034,5824616172,862312252,8/8/2025,7269830,Mobile,Retail,Off-us
861440668452034,5824616172,278258659,4/13/2025,5399590,E-Wallet,Transport,On-us
861440668452034,5824616172,955675355,10/12/2025,9751472,QRIS,E-Commerce,On-us
861440668452034,5824616172,684037614,7/29/2025,94190,EDC,Retail,On-us
861440668452034,5824616172,561959796,10/27/2025,332229,EDC,Travel,On-us
861440668452034,5824616172,613441393,3/15/2025,5754508,QRIS,Travel,Off-us
861440668452034,5824616172,380915614,4/19/2025,2474670,Mobile,F&B,Off-us
861440668452034,5824616172,987622468,8/2/2025,1507914,Internet,F&B,On-us
861440668452034,5824616172,420978553,1/16/2025,1443653,ATM,E-Commerce,On-us
861440668452034,5824616172,368565590,1/31/2025,8430498,Internet,Transport,On-us
861440668452034,5824616172,572731241,8/18/2025,31716,ATM,Utilities,Off-us
471155216962175,2150805345,935913433,7/10/2025,7358178,ATM,Transport,On-us
471155216962175,2150805345,186299737,1/6/2025,857625,E-Wallet,Retail,On-us
471155216962175,2150805345,710990235,7/30/2025,2825999,Internet,Retail,Off-us
471155216962175,2150805345,643766214,7/25/2025,8182616,Mobile,Retail,On-us
471155216962175,2150805345,855099545,10/24/2025,9320221,ATM,F&B,On-us
471155216962175,2150805345,955775749,7/17/2025,5101705,Internet,Transport,On-us
471155216962175,2150805345,420103767,7/3/2025,8194120,E-Wallet,Entertainment,Off-us
471155216962175,2150805345,602279320,8/26/2025,8371015,QRIS,Retail,Off-us
471155216962175,2150805345,738315529,5/19/2025,276010,Mobile,Entertainment,On-us
471155216962175,2150805345,926061244,3/11/2025,1492370,E-Wallet,Retail,Off-us
471155216962175,2150805345,419553854,2/5/2025,1251142,ATM,E-Commerce,On-us
289255769123503,9655693081,185365033,1/21/2025,2343662,EDC,Travel,Off-us
289255769123503,9655693081,168525404,9/12/2025,8893359,EDC,E-Commerce,Off-us
289255769123503,9655693081,798871660,2/3/2025,704658,ATM,Transport,On-us
289255769123503,9655693081,538207542,1/3/2025,8470410,Mobile,F&B,Off-us
289255769123503,9655693081,144915930,7/30/2025,7884838,E-Wallet,Transport,On-us
289255769123503,9655693081,755066919,5/28/2025,9897381,Mobile,Transport,On-us
289255769123503,9655693081,380341351,7/3/2025,4125423,Internet,E-Commerce,On-us
289255769123503,9655693081,715116743,9/7/2025,8779911,Mobile,Travel,On-us
289255769123503,9655693081,667848166,1/12/2025,4971695,EDC,Travel,On-us
289255769123503,9655693081,476820249,6/2/2025,8363719,Internet,Transport,On-us
289255769123503,9655693081,964784971,10/3/2025,5897717,ATM,Transport,Off-us
289255769123503,9655693081,946427729,1/10/2025,7611254,QRIS,F&B,On-us
289255769123503,9655693081,820617781,1/4/2025,3582372,QRIS,E-Commerce,On-us
289255769123503,9655693081,644354939,10/12/2025,4460694,EDC,F&B,On-us
289255769123503,9655693081,658696124,9/21/2025,766847,Internet,Utilities,Off-us
289255769123503,9655693081,356836203,5/4/2025,4617728,EDC,Retail,Off-us
289255769123503,9655693081,302462941,7/8/2025,5181052,QRIS,Utilities,On-us
289255769123503,9655693081,720292428,4/7/2025,6338555,QRIS,Travel,On-us
289255769123503,9655693081,447017388,10/7/2025,2770871,Mobile,Entertainment,On-us
289255769123503,9655693081,537033356,5/5/2025,9321794,Mobile,Retail,Off-us
289255769123503,6923977062,520336151,3/30/2025,8702632,QRIS,Travel,On-us
289255769123503,6923977062,276261819,5/19/2025,2932780,Mobile,E-Commerce,On-us
289255769123503,6923977062,265274844,5/10/2025,4540188,ATM,E-Commerce,Off-us
289255769123503,9400540133,946097625,2/27/2025,3586097,EDC,Retail,On-us
289255769123503,9400540133,854930063,4/9/2025,4553519,Internet,F&B,Off-us
289255769123503,9400540133,175703177,8/25/2025,921568,Mobile,Retail,On-us
289255769123503,9400540133,261137445,1/17/2025,479494,ATM,Transport,Off-us
289255769123503,9400540133,638890502,7/15/2025,4647471,EDC,Entertainment,Off-us
289255769123503,9400540133,781822616,3/22/2025,5180243,QRIS,Retail,On-us
289255769123503,9400540133,905113612,10/17/2025,5036223,Mobile,Retail,Off-us
289255769123503,9400540133,419757054,1/8/2025,3511833,EDC,Retail,Off-us
289255769123503,9400540133,383927624,5/1/2025,1658589,Internet,Retail,On-us
289255769123503,9400540133,776964585,3/7/2025,358430,Mobile,F&B,On-us
289255769123503,9400540133,295415646,2/7/2025,9663489,E-Wallet,Entertainment,Off-us
963990691505082,9470016249,986999080,5/9/2025,250536,Internet,Entertainment,Off-us
963990691505082,9470016249,693632276,8/3/2025,7295103,ATM,F&B,On-us
963990691505082,9470016249,262539900,9/1/2025,4954487,Mobile,Retail,Off-us
963990691505082,9470016249,392227439,6/8/2025,1256183,Internet,Travel,On-us
963990691505082,9470016249,848129240,8/6/2025,6170589,ATM,Utilities,On-us
963990691505082,9470016249,377158611,6/12/2025,137945,QRIS,Utilities,Off-us
963990691505082,9470016249,132565973,1/15/2025,140623,Internet,Utilities,On-us
838264661537237,9997308781,381699182,3/25/2025,8598654,QRIS,Travel,Off-us
838264661537237,7443698696,194655325,1/16/2025,107781,E-Wallet,Retail,Off-us
838264661537237,1716346159,222416397,2/21/2025,3284315,Mobile,E-Commerce,On-us
838264661537237,1716346159,569051383,9/30/2025,2394110,Mobile,Travel,On-us
838264661537237,1716346159,804771732,10/16/2025,9566726,Mobile,Retail,Off-us
838264661537237,1716346159,103842252,6/21/2025,6425575,Internet,E-Commerce,Off-us
