cif,Jenis Kelamin,Umur,Range Umur,Status Pernikahan,Gaji,Range Gaji,Pendidikan,Kota,Tipe Customer,Nomor Rekening,Tipe Rekening,Tanggal Pembuatan Rekening,Channel Pembukaan Rekening,Transaction ID,Tanggal Transaksi,Nominal Transaksi,Channel Transaksi,Kategori Merchant,Card Base
634186617912382,Perempuan,50,45-59,Divorce,24827621,15-50Jt,D3,Bandung,Priority,8738844579,TABUNGAN,7/27/2019,BRANCH,719938998,7/21/2025,3495179,Internet,Transport,On-us
556507137803844,Perempuan,19,<25,Divorce,117446326,>100Jt,S1,Makassar,Private,2741196751,GIRO,3/19/2020,INTERNET BANKING,629015322,1/1/2025,9006942,Mobile,F&B,Off-us
440387104856901,Perempuan,41,35-44,Married,166621892,>100Jt,S1,Bandung,Priority,5838475264,GIRO,5/18/2023,MOBILE BANKING,986231208,8/20/2025,6881176,Internet,F&B,On-us
103635840297674,Laki-Laki,63,>=60,Married,15194329,15-50Jt,S1,Jakarta,Priority,3569174018,GIRO,1/16/2018,MOBILE BANKING,204638966,6/16/2025,4181467,Mobile,F&B,Off-us
464627251120039,Perempuan,19,<25,Divorce,194070021,>100Jt,D3,Jakarta,Private,9384910085,GIRO,8/3/2022,INTERNET BANKING,745290957,10/20/2025,3678786,Internet,Retail,Off-us
238579241439748,Perempuan,36,35-44,Divorce,4801951,<5Jt,S3,Jakarta,Reguler,2304523693,TABUNGAN,10/24/2023,MOBILE BANKING,851621788,1/6/2025,9908706,QRIS,Transport,On-us
173099117573225,Laki-Laki,42,35-44,Married,7460276,5-15Jt,S1,Jakarta,Reguler,6598506677,PAYROLL,12/24/2020,BRANCH,717592125,1/26/2025,2500658,QRIS,Retail,Off-us
481658632807714,Laki-Laki,49,45-59,Married,26507635,15-50Jt,S3,Bandung,Private,3789720570,GIRO,1/21/2018,MOBILE BANKING,891271500,1/18/2025,3322439,ATM,Travel,Off-us
230164260487430,Laki-Laki,22,<25,Married,20503547,15-50Jt,SMA,Bandung,Priority,7529346550,PAYROLL,7/10/2019,BRANCH,298916673,5/30/2025,4752742,EDC,Entertainment,Off-us
891539525120703,Perempuan,40,35-44,Single,53171169,50-100Jt,S3,Jakarta,Reguler,2253559982,GIRO,12/16/2019,INTERNET BANKING,450204204,7/21/2025,1810999,Internet,Utilities,Off-us
966141929438946,Laki-Laki,63,>=60,Divorce,129749717,>100Jt,SMA,Medan,Reguler,6597286356,PAYROLL,10/23/2021,INTERNET BANKING,755827799,6/12/2025,8326455,Mobile,E-Commerce,On-us
335868148427330,Laki-Laki,21,<25,Married,166325585,>100Jt,S3,Medan,Priority,3163690481,PAYROLL,12/30/2020,BRANCH,875205352,5/28/2025,7743993,EDC,F&B,Off-us
707997636925486,Perempuan,46,45-59,Single,137406801,>100Jt,S3,Medan,Priority,2795292990,PAYROLL,1/3/2018,BRANCH,413465881,5/26/2025,3250308,EDC,Transport,Off-us
360132344890511,Laki-Laki,61,>=60,Divorce,85009390,50-100Jt,S3,Makassar,Priority,3631459202,GIRO,11/13/2022,BRANCH,584856954,10/16/2025,9022719,E-Wallet,Retail,On-us
660596198623931,Perempuan,64,>=60,Married,79989724,50-100Jt,SMA,Makassar,Private,1694472820,GIRO,8/12/2024,MOBILE BANKING,878130188,5/5/2025,4180386,Mobile,Transport,On-us
714555452485578,Perempuan,31,25-34,Divorce,54923821,50-100Jt,SMA,Makassar,Reguler,5320410965,TABUNGAN,9/6/2020,INTERNET BANKING,631677274,7/24/2025,7979446,ATM,Entertainment,On-us
583468366079321,Laki-Laki,39,35-44,Divorce,35672748,15-50Jt,S2,Bandung,Priority,9178105901,TABUNGAN,1/4/2024,INTERNET BANKING,163625293,1/23/2025,344459,Mobile,Travel,On-us
116376425508216,Laki-Laki,31,25-34,Divorce,3131936,<5Jt,SMA,Medan,Private,1627137855,GIRO,3/30/2022,MOBILE BANKING,227586939,6/8/2025,1031610,E-Wallet,Retail,On-us
981059024159598,Perempuan,40,35-44,Single,84242298,50-100Jt,S3,Surabaya,Priority,7641767837,GIRO,9/24/2021,BRANCH,593535065,1/13/2025,8225412,E-Wallet,Utilities,On-us
822209882899756,Perempuan,34,25-34,Single,88021707,50-100Jt,S3,Surabaya,Reguler,2983953642,DEPOSITO,10/20/2021,MOBILE BANKING,288367424,8/9/2025,7598467,Mobile,F&B,Off-us
231148756759307,Perempuan,48,45-59,Divorce,76663899,50-100Jt,S3,Makassar,Priority,4289379869,TABUNGAN,2/18/2018,BRANCH,881432364,8/21/2025,6976902,Mobile,Retail,On-us
106624669619373,Perempuan,57,45-59,Divorce,149136257,>100Jt,SMA,Bandung,Private,9778255382,DEPOSITO,11/13/2022,BRANCH,164961296,5/29/2025,7270099,Mobile,E-Commerce,Off-us
809049242364910,Perempuan,61,>=60,Single,65779882,50-100Jt,S3,Surabaya,Private,2781276734,DEPOSITO,2/13/2023,BRANCH,628698402,4/3/2025,2310022,QRIS,Travel,Off-us
584542648547082,Perempuan,45,45-59,Married,182408972,>100Jt,S1,Jakarta,Priority,4857412508,PAYROLL,2/5/2019,MOBILE BANKING,166291929,7/31/2025,768974,E-Wallet,Travel,Off-us
880430783798962,Perempuan,38,35-44,Divorce,122245185,>100Jt,SMA,Makassar,Priority,8923345263,GIRO,10/22/2022,MOBILE BANKING,880517694,8/21/2025,9118628,Internet,Utilities,On-us
833938869321865,Laki-Laki,58,45-59,Divorce,97797607,50-100Jt,D3,Medan,Priority,8773967138,DEPOSITO,11/18/2021,INTERNET BANKING,348133515,3/20/2025,4041735,E-Wallet,Entertainment,Off-us
449028646673131,Perempuan,48,45-59,Divorce,129768815,>100Jt,D3,Jakarta,Private,3885977015,GIRO,10/11/2019,MOBILE BANKING,766687350,6/15/2025,3752471,EDC,Retail,On-us
634512659057152,Laki-Laki,44,35-44,Single,20984955,15-50Jt,S1,Surabaya,Private,2659761538,PAYROLL,1/20/2024,INTERNET BANKING,234153484,10/6/2025,27113,EDC,Entertainment,Off-us
814437559379739,Laki-Laki,67,>=60,Single,195892575,>100Jt,S1,Medan,Reguler,4743286750,TABUNGAN,11/11/2021,INTERNET BANKING,337615518,1/25/2025,409668,EDC,Transport,On-us
438582199388253,Laki-Laki,48,45-59,Single,180844291,>100Jt,SMA,Makassar,Priority,7070259639,TABUNGAN,6/23/2021,INTERNET BANKING,154444774,1/28/2025,8366520,Mobile,Transport,On-us
521408819477603,Perempuan,36,35-44,Married,151009977,>100Jt,S1,Surabaya,Priority,8473319523,TABUNGAN,4/29/2021,INTERNET BANKING,838934404,1/21/2025,8117856,Internet,Travel,Off-us
389937915683013,Perempuan,25,25-34,Divorce,71709584,50-100Jt,SMA,Medan,Reguler,4501284724,TABUNGAN,3/12/2023,INTERNET BANKING,344360716,4/25/2025,367073,Internet,Transport,Off-us
139808276976407,Perempuan,55,45-59,Divorce,34061293,15-50Jt,S3,Bandung,Reguler,7508186215,DEPOSITO,6/27/2021,INTERNET BANKING,884916329,9/14/2025,3081421,EDC,Travel,Off-us
694550441017055,Laki-Laki,42,35-44,Married,70873129,50-100Jt,D3,Surabaya,Reguler,3487343564,DEPOSITO,4/27/2021,INTERNET BANKING,101764768,10/27/2025,7506161,ATM,Retail,On-us
491990284379939,Perempuan,22,<25,Married,197128440,>100Jt,S1,Jakarta,Priority,7794059593,PAYROLL,3/2/2023,BRANCH,831663257,10/22/2025,6210327,Mobile,F&B,On-us
780139103889684,Laki-Laki,25,25-34,Single,99878917,50-100Jt,D3,Makassar,Reguler,7758789024,TABUNGAN,1/27/2022,INTERNET BANKING,588283842,5/15/2025,5212600,E-Wallet,Entertainment,Off-us
426750868169066,Perempuan,20,<25,Married,199417783,>100Jt,D3,Jakarta,Priority,7730914231,DEPOSITO,3/23/2022,MOBILE BANKING,155236129,7/22/2025,8704373,QRIS,Retail,On-us
160389766939689,Laki-Laki,34,25-34,Single,159585184,>100Jt,S3,Medan,Priority,5864668396,TABUNGAN,11/26/2018,MOBILE BANKING,266037033,8/31/2025,9303526,Internet,F&B,Off-us
452506414115305,Laki-Laki,35,35-44,Married,118863858,>100Jt,S2,Jakarta,Reguler,4134340500,PAYROLL,7/18/2022,INTERNET BANKING,969666942,4/13/2025,1313746,E-Wallet,Transport,Off-us
523081636113591,Perempuan,31,25-34,Divorce,182028108,>100Jt,S3,Medan,Reguler,6341284846,DEPOSITO,6/27/2023,MOBILE BANKING,760276041,9/26/2025,7605110,Mobile,Transport,Off-us
906876330311805,Perempuan,55,45-59,Single,9818922,5-15Jt,S3,Medan,Private,2937413747,PAYROLL,4/4/2023,INTERNET BANKING,518846990,5/31/2025,7292000,EDC,Entertainment,Off-us
415779450641039,Laki-Laki,45,45-59,Married,194302384,>100Jt,S3,Medan,Reguler,8459475881,TABUNGAN,4/14/2022,INTERNET BANKING,487143157,5/4/2025,7392925,Internet,Travel,Off-us
600025956763205,Laki-Laki,43,35-44,Single,66993927,50-100Jt,S2,Surabaya,Private,3705487940,TABUNGAN,11/22/2018,MOBILE BANKING,585278580,4/28/2025,3070464,E-Wallet,F&B,On-us
120394245051121,Laki-Laki,55,45-59,Married,59193692,50-100Jt,S1,Jakarta,Priority,6281978018,DEPOSITO,1/29/2021,INTERNET BANKING,219612757,5/12/2025,6865432,ATM,F&B,On-us
185740716611411,Perempuan,50,45-59,Married,24588887,15-50Jt,SMA,Bandung,Priority,3057162883,PAYROLL,3/23/2023,INTERNET BANKING,690205181,5/17/2025,5332743,EDC,Retail,Off-us
185170277205013,Perempuan,37,35-44,Single,5253722,5-15Jt,SMA,Medan,Priority,6220373408,PAYROLL,11/18/2021,INTERNET BANKING,849366846,1/12/2025,3092514,Internet,F&B,Off-us
919093417959362,Laki-Laki,17,<25,Single,6325315,5-15Jt,S3,Surabaya,Private,8185515388,PAYROLL,7/27/2024,BRANCH,930562822,6/2/2025,1586996,ATM,F&B,On-us
859482684537233,Perempuan,38,35-44,Single,89621344,50-100Jt,S2,Bandung,Private,8999332028,PAYROLL,3/27/2018,MOBILE BANKING,257331710,9/25/2025,7983848,EDC,Utilities,Off-us
776478310106453,Laki-Laki,59,45-59,Divorce,141612371,>100Jt,S1,Jakarta,Reguler,9992190300,GIRO,12/25/2018,MOBILE BANKING,701347224,9/3/2025,820602,Internet,Travel,Off-us
650391655452751,Perempuan,59,45-59,Married,80141179,50-100Jt,D3,Medan,Private,2182130074,DEPOSITO,6/12/2018,BRANCH,759183929,3/24/2025,670465,EDC,F&B,On-us
188557638680062,Perempuan,39,35-44,Married,85188677,50-100Jt,S3,Bandung,Private,5080515949,GIRO,3/23/2022,MOBILE BANKING,804280697,1/27/2025,239032,EDC,Transport,On-us
966141929438946,Laki-Laki,63,>=60,Divorce,129749717,>100Jt,SMA,Medan,Reguler,6733258610,TABUNGAN,3/1/2022,INTERNET BANKING,330261564,2/16/2025,6385013,ATM,Travel,Off-us
708596617601624,Laki-Laki,59,45-59,Divorce,90182130,50-100Jt,S3,Makassar,Private,9405830090,GIRO,2/2/2019,MOBILE BANKING,721526672,2/11/2025,5168500,QRIS,Utilities,Off-us
490874822039711,Perempuan,47,45-59,Divorce,158995490,>100Jt,S2,Makassar,Reguler,5334333031,PAYROLL,12/12/2020,MOBILE BANKING,236343931,3/24/2025,3336507,Internet,Transport,On-us
779514725100893,Perempuan,19,<25,Single,35329598,15-50Jt,SMA,Bandung,Reguler,2841360465,DEPOSITO,5/27/2021,MOBILE BANKING,865271535,2/16/2025,3535820,Mobile,Travel,Off-us
991738358439257,Laki-Laki,63,>=60,Single,45955157,15-50Jt,S2,Medan,Private,9492369352,DEPOSITO,1/7/2021,BRANCH,192274006,7/25/2025,399334,ATM,Retail,On-us
299779710490796,Laki-Laki,31,25-34,Divorce,38534839,15-50Jt,D3,Surabaya,Private,4534277329,PAYROLL,8/28/2020,MOBILE BANKING,790865772,10/1/2025,7010317,E-Wallet,Utilities,Off-us
312074103749908,Laki-Laki,61,>=60,Divorce,120369104,>100Jt,S3,Surabaya,Reguler,6937205285,PAYROLL,2/25/2019,INTERNET BANKING,692625816,10/11/2025,1304791,ATM,Travel,Off-us
773151941691902,Perempuan,49,45-59,Divorce,146078663,>100Jt,S1,Medan,Reguler,6574769783,TABUNGAN,12/29/2019,BRANCH,995840515,4/26/2025,6447518,E-Wallet,Travel,On-us
838264661537237,Perempuan,19,<25,Married,30719138,15-50Jt,S1,Jakarta,Priority,1716346159,TABUNGAN,8/22/2018,BRANCH,139546769,8/4/2025,9446230,Internet,E-Commerce,On-us
472546263858340,Perempuan,50,45-59,Married,178314402,>100Jt,S2,Medan,Private,7280769497,GIRO,8/31/2020,INTERNET BANKING,618516389,1/6/2025,7791590,Mobile,Transport,On-us
524016341420188,Perempuan,63,>=60,Single,146397007,>100Jt,SMA,Medan,Private,9234950840,PAYROLL,9/24/2020,INTERNET BANKING,678364497,7/3/2025,2266997,ATM,Retail,Off-us
944315754399839,Perempuan,31,25-34,Married,158949526,>100Jt,D3,Jakarta,Private,3201498092,DEPOSITO,3/12/2023,MOBILE BANKING,533329545,4/4/2025,1905329,ATM,F&B,Off-us
718982318537602,Laki-Laki,38,35-44,Divorce,163886613,>100Jt,D3,Bandung,Private,6275976295,DEPOSITO,2/25/2023,BRANCH,224494715,8/10/2025,7150184,Mobile,Retail,On-us
655393413558650,Laki-Laki,59,45-59,Married,45827096,15-50Jt,S1,Medan,Private,8254719856,GIRO,2/11/2021,BRANCH,973121989,10/14/2025,938068,QRIS,Transport,Off-us
338842531772985,Perempuan,50,45-59,Single,101175525,>100Jt,S1,Surabaya,Priority,7533391402,GIRO,5/12/2023,MOBILE BANKING,309001669,8/20/2025,7647852,QRIS,Travel,Off-us
360674310855676,Perempuan,26,25-34,Single,128798510,>100Jt,S2,Makassar,Private,3449473573,TABUNGAN,2/14/2019,BRANCH,617472620,8/18/2025,5853835,Internet,F&B,On-us
248693153714990,Perempuan,53,45-59,Divorce,153357841,>100Jt,D3,Makassar,Priority,5361313500,GIRO,8/12/2024,MOBILE BANKING,618549221,8/7/2025,7245900,EDC,Utilities,Off-us
747725883619354,Laki-Laki,54,45-59,Single,37867175,15-50Jt,S2,Medan,Reguler,5263294261,PAYROLL,11/13/2022,BRANCH,544652842,8/24/2025,9570219,ATM,E-Commerce,Off-us
299405224843939,Laki-Laki,29,25-34,Divorce,66569689,50-100Jt,SMA,Makassar,Reguler,8704723192,TABUNGAN,4/18/2019,INTERNET BANKING,380925649,3/2/2025,1768474,Internet,Entertainment,On-us
891539525120703,Perempuan,40,35-44,Single,53171169,50-100Jt,S3,Jakarta,Reguler,2253559982,GIRO,12/16/2019,INTERNET BANKING,470186388,6/4/2025,7756714,QRIS,Transport,Off-us
212120645625846,Perempuan,39,35-44,Divorce,148578317,>100Jt,S3,Makassar,Reguler,8039914620,GIRO,2/5/2024,INTERNET BANKING,270493099,3/25/2025,4335142,Internet,F&B,Off-us
461107668688564,Laki-Laki,24,<25,Divorce,199257135,>100Jt,S2,Jakarta,Private,9423868124,GIRO,6/10/2020,BRANCH,873474252,4/1/2025,1776524,ATM,Travel,On-us
823761281591370,Perempuan,32,25-34,Divorce,47772085,15-50Jt,S3,Bandung,Reguler,3840521252,GIRO,1/18/2022,MOBILE BANKING,118878539,10/2/2025,9097905,Mobile,Utilities,On-us
319963164913452,Laki-Laki,21,<25,Divorce,23521013,15-50Jt,SMA,Surabaya,Priority,2365390185,TABUNGAN,6/5/2024,MOBILE BANKING,841065549,4/1/2025,6887329,ATM,Entertainment,Off-us
411275903996592,Perempuan,38,35-44,Married,76657758,50-100Jt,S2,Surabaya,Priority,3537775588,DEPOSITO,3/13/2020,INTERNET BANKING,102832364,6/30/2025,8345157,EDC,E-Commerce,Off-us
905174104676808,Laki-Laki,63,>=60,Divorce,157114678,>100Jt,S2,Medan,Private,6789731730,DEPOSITO,7/7/2019,BRANCH,435095982,1/14/2025,5707719,QRIS,E-Commerce,Off-us
800050746671643,Perempuan,17,<25,Single,41175224,15-50Jt,S2,Surabaya,Priority,6998899374,DEPOSITO,5/30/2023,BRANCH,847795457,6/10/2025,1143431,EDC,Utilities,On-us
971739221146547,Laki-Laki,64,>=60,Divorce,75989790,50-100Jt,D3,Bandung,Private,1432963604,GIRO,6/18/2022,MOBILE BANKING,860796345,6/8/2025,3291403,Mobile,Retail,On-us
290004133364964,Perempuan,52,45-59,Married,191759959,>100Jt,S3,Surabaya,Priority,5953664220,DEPOSITO,7/6/2018,MOBILE BANKING,349128930,7/4/2025,3126069,EDC,Utilities,On-us
981059024159598,Perempuan,40,35-44,Single,84242298,50-100Jt,S3,Surabaya,Priority,1486618104,PAYROLL,4/3/2022,BRANCH,206846820,2/15/2025,7547748,Mobile,Retail,Off-us
399944234293373,Perempuan,20,<25,Single,18272118,15-50Jt,SMA,Bandung,Priority,5240053802,DEPOSITO,6/29/2020,BRANCH,230713792,3/17/2025,5778619,Internet,E-Commerce,Off-us
215803404922503,Laki-Laki,45,45-59,Single,83286597,50-100Jt,S1,Makassar,Reguler,9035744655,TABUNGAN,5/15/2021,BRANCH,927796721,8/30/2025,7584285,E-Wallet,Transport,Off-us
500566975709882,Laki-Laki,17,<25,Single,93936006,50-100Jt,S2,Makassar,Reguler,7719880406,DEPOSITO,6/20/2024,INTERNET BANKING,288022101,4/15/2025,2832609,E-Wallet,Entertainment,Off-us
188515033415066,Perempuan,53,45-59,Single,144159991,>100Jt,S3,Makassar,Reguler,1806285949,PAYROLL,7/18/2020,INTERNET BANKING,907012393,6/27/2025,5940185,Internet,Travel,On-us
269671443251591,Laki-Laki,45,45-59,Married,55316857,50-100Jt,S3,Makassar,Reguler,8189937909,DEPOSITO,7/15/2019,MOBILE BANKING,623484214,8/21/2025,5017095,Mobile,E-Commerce,Off-us
330566313388134,Laki-Laki,62,>=60,Divorce,167015441,>100Jt,S3,Jakarta,Private,9107021635,TABUNGAN,8/19/2019,MOBILE BANKING,836566202,1/27/2025,5974395,Mobile,Utilities,Off-us
591982655173504,Laki-Laki,60,>=60,Divorce,42683871,15-50Jt,S2,Jakarta,Private,2177178339,TABUNGAN,8/5/2022,INTERNET BANKING,680903872,8/10/2025,3535981,ATM,Travel,On-us
586417809678254,Laki-Laki,37,35-44,Divorce,195102351,>100Jt,S1,Jakarta,Reguler,5988379838,GIRO,9/21/2023,INTERNET BANKING,725953595,2/20/2025,2307596,ATM,Retail,Off-us
214834440155137,Laki-Laki,49,45-59,Divorce,199223711,>100Jt,D3,Surabaya,Private,4847499289,TABUNGAN,3/8/2023,INTERNET BANKING,729323596,3/11/2025,2042241,Mobile,F&B,Off-us
523081636113591,Perempuan,31,25-34,Divorce,182028108,>100Jt,S3,Medan,Reguler,9926237707,DEPOSITO,5/21/2019,MOBILE BANKING,502051147,9/19/2025,2699207,Internet,Travel,On-us
573600017247252,Perempuan,25,25-34,Single,182301837,>100Jt,S1,Jakarta,Priority,4167151602,TABUNGAN,6/8/2023,INTERNET BANKING,921447707,10/23/2025,5995196,Mobile,Travel,Off-us
499886760762138,Perempuan,42,35-44,Married,31658787,15-50Jt,S1,Surabaya,Private,4235454416,PAYROLL,4/26/2024,BRANCH,393424528,1/12/2025,1522176,QRIS,Retail,Off-us
730412535027160,Laki-Laki,63,>=60,Single,66640055,50-100Jt,D3,Jakarta,Private,4592218644,DEPOSITO,1/30/2021,MOBILE BANKING,842130453,5/30/2025,4979392,Internet,Entertainment,Off-us
692763704337742,Laki-Laki,48,45-59,Divorce,191950228,>100Jt,D3,Makassar,Reguler,3020026430,DEPOSITO,2/11/2019,MOBILE BANKING,966558665,2/13/2025,4303075,ATM,Utilities,Off-us
267853320500616,Laki-Laki,19,<25,Divorce,61711614,50-100Jt,SMA,Jakarta,Private,4246848597,PAYROLL,5/26/2023,MOBILE BANKING,246833666,7/9/2025,4867412,ATM,Entertainment,On-us
299405224843939,Laki-Laki,29,25-34,Divorce,66569689,50-100Jt,SMA,Makassar,Reguler,1425066989,DEPOSITO,3/23/2018,INTERNET BANKING,644278505,8/27/2025,1649358,EDC,Transport,On-us
650391655452751,Perempuan,59,45-59,Married,80141179,50-100Jt,D3,Medan,Private,2182130074,DEPOSITO,6/12/2018,BRANCH,844491790,2/18/2025,4976922,E-Wallet,Travel,On-us
822209882899756,Perempuan,34,25-34,Single,88021707,50-100Jt,S3,Surabaya,Reguler,1144078413,DEPOSITO,2/21/2020,INTERNET BANKING,723596600,4/2/2025,1084604,Mobile,Retail,On-us
501825194897055,Laki-Laki,24,<25,Single,137865024,>100Jt,S3,Bandung,Reguler,4157782450,TABUNGAN,5/17/2023,INTERNET BANKING,730618564,6/7/2025,7932714,QRIS,Travel,On-us
979682293259435,Perempuan,19,<25,Married,106902832,>100Jt,S3,Jakarta,Private,9353784812,TABUNGAN,3/15/2019,INTERNET BANKING,267003144,5/4/2025,5125012,QRIS,E-Commerce,Off-us
312074103749908,Laki-Laki,61,>=60,Divorce,120369104,>100Jt,S3,Surabaya,Reguler,6937205285,PAYROLL,2/25/2019,INTERNET BANKING,763948493,3/13/2025,4574527,Mobile,Entertainment,Off-us
879920094646668,Laki-Laki,20,<25,Divorce,185944626,>100Jt,D3,Jakarta,Private,8154489527,DEPOSITO,12/17/2023,INTERNET BANKING,670353139,5/19/2025,7087064,ATM,Retail,On-us
979895556735208,Perempuan,46,45-59,Single,114337125,>100Jt,D3,Medan,Priority,7043724648,TABUNGAN,2/9/2020,MOBILE BANKING,516273156,8/27/2025,3195817,E-Wallet,Transport,On-us
114034634097465,Perempuan,54,45-59,Single,25148023,15-50Jt,S3,Makassar,Reguler,8281733399,DEPOSITO,9/24/2020,MOBILE BANKING,751664911,6/28/2025,6128443,E-Wallet,F&B,Off-us
811251928673722,Laki-Laki,20,<25,Married,40416039,15-50Jt,S2,Jakarta,Reguler,8720278487,DEPOSITO,12/18/2021,MOBILE BANKING,965081127,2/14/2025,3259515,Internet,F&B,On-us
606861720088965,Perempuan,29,25-34,Divorce,92948213,50-100Jt,S3,Surabaya,Priority,9031286305,PAYROLL,8/5/2019,INTERNET BANKING,678658432,6/10/2025,1101306,Mobile,Retail,On-us
745372178776601,Perempuan,22,<25,Single,193584594,>100Jt,S1,Jakarta,Private,6326410548,TABUNGAN,8/21/2019,BRANCH,934622315,5/2/2025,9139269,Internet,Travel,Off-us
425118724698172,Laki-Laki,38,35-44,Single,54267968,50-100Jt,D3,Makassar,Private,7061963787,PAYROLL,5/7/2020,BRANCH,828168844,10/4/2025,7369196,Internet,Utilities,Off-us
127038556477493,Laki-Laki,55,45-59,Married,50246348,50-100Jt,S3,Makassar,Reguler,4459451345,DEPOSITO,10/29/2024,MOBILE BANKING,106446400,9/2/2025,8027563,E-Wallet,Transport,On-us
651373503399194,Laki-Laki,28,25-34,Single,92148776,50-100Jt,S1,Medan,Reguler,2525933037,GIRO,9/21/2022,BRANCH,707202429,10/23/2025,9000666,EDC,Travel,On-us
945272751627221,Laki-Laki,44,35-44,Married,108419272,>100Jt,SMA,Makassar,Priority,1360616455,PAYROLL,4/2/2024,BRANCH,678931901,8/22/2025,5412772,Internet,Transport,Off-us
648953957519118,Perempuan,67,>=60,Single,118796251,>100Jt,SMA,Surabaya,Private,1559711517,GIRO,5/14/2020,MOBILE BANKING,835644502,2/27/2025,3341506,E-Wallet,Retail,Off-us
817180975668475,Laki-Laki,66,>=60,Married,88711044,50-100Jt,S2,Jakarta,Reguler,1022973735,PAYROLL,11/11/2020,BRANCH,943330087,8/7/2025,1150448,EDC,Retail,On-us
395667283119795,Perempuan,42,35-44,Divorce,81929433,50-100Jt,S2,Surabaya,Reguler,6706167420,DEPOSITO,8/16/2023,BRANCH,301738728,7/17/2025,8238489,Internet,Entertainment,On-us
580557595733872,Laki-Laki,59,45-59,Divorce,136786784,>100Jt,D3,Surabaya,Private,6724049623,DEPOSITO,10/19/2019,INTERNET BANKING,107471771,9/1/2025,2211548,E-Wallet,E-Commerce,Off-us
106624669619373,Perempuan,57,45-59,Divorce,149136257,>100Jt,SMA,Bandung,Private,9778255382,DEPOSITO,11/13/2022,BRANCH,167065300,4/8/2025,5587433,EDC,Transport,Off-us
897255913749823,Perempuan,48,45-59,Divorce,39183569,15-50Jt,S1,Surabaya,Reguler,2144083255,PAYROLL,9/29/2020,INTERNET BANKING,637977821,8/27/2025,170114,QRIS,E-Commerce,On-us
174132554364869,Laki-Laki,63,>=60,Single,109463841,>100Jt,S2,Surabaya,Priority,3177248270,DEPOSITO,4/25/2024,MOBILE BANKING,540671470,6/23/2025,4147831,Internet,Utilities,Off-us
919093417959362,Laki-Laki,17,<25,Single,6325315,5-15Jt,S3,Surabaya,Private,8185515388,PAYROLL,7/27/2024,BRANCH,902815020,2/7/2025,8169482,E-Wallet,E-Commerce,Off-us
553618467509448,Laki-Laki,58,45-59,Divorce,41168898,15-50Jt,S1,Medan,Private,9539520761,PAYROLL,11/22/2021,BRANCH,725284764,8/13/2025,9563991,Internet,Retail,Off-us
592856154308440,Perempuan,65,>=60,Divorce,46951994,15-50Jt,D3,Jakarta,Private,8020366579,GIRO,10/11/2018,INTERNET BANKING,206187026,5/15/2025,5143435,ATM,F&B,Off-us
368966309084998,Laki-Laki,22,<25,Married,180366431,>100Jt,D3,Medan,Priority,2164547123,GIRO,11/21/2018,MOBILE BANKING,943174859,6/22/2025,9729951,E-Wallet,Travel,Off-us
947795829501031,Laki-Laki,37,35-44,Divorce,78912072,50-100Jt,D3,Bandung,Priority,7441090410,TABUNGAN,12/25/2018,MOBILE BANKING,357454130,1/15/2025,6824963,EDC,Travel,Off-us
113108090945131,Laki-Laki,66,>=60,Single,148277588,>100Jt,S2,Jakarta,Reguler,8762129693,DEPOSITO,1/10/2021,INTERNET BANKING,625484529,10/6/2025,6342115,ATM,Transport,On-us
779514725100893,Perempuan,19,<25,Single,35329598,15-50Jt,SMA,Bandung,Reguler,5069626887,DEPOSITO,5/19/2023,INTERNET BANKING,605589020,7/27/2025,3071221,Mobile,Utilities,On-us
204306681615098,Perempuan,50,45-59,Single,156362837,>100Jt,SMA,Surabaya,Priority,5660900569,GIRO,10/8/2021,MOBILE BANKING,639226098,1/12/2025,4113071,EDC,Retail,Off-us
981059024159598,Perempuan,40,35-44,Single,84242298,50-100Jt,S3,Surabaya,Priority,7641767837,GIRO,9/24/2021,BRANCH,620170645,10/23/2025,7234183,QRIS,Transport,Off-us
780833243538568,Laki-Laki,35,35-44,Divorce,131850906,>100Jt,S3,Medan,Reguler,3027725960,PAYROLL,12/19/2023,MOBILE BANKING,354891192,4/9/2025,9891059,E-Wallet,Utilities,On-us
438582199388253,Laki-Laki,48,45-59,Single,180844291,>100Jt,SMA,Makassar,Priority,4215522526,GIRO,9/11/2020,MOBILE BANKING,878940733,6/12/2025,4484513,QRIS,F&B,On-us
185343068915474,Laki-Laki,36,35-44,Married,34276622,15-50Jt,S3,Medan,Reguler,6191120442,DEPOSITO,6/24/2019,MOBILE BANKING,612375595,6/2/2025,9331745,ATM,Transport,On-us
846811447269776,Perempuan,19,<25,Single,108300666,>100Jt,S3,Makassar,Priority,1012974549,TABUNGAN,3/18/2018,BRANCH,422613568,3/21/2025,5183795,ATM,Retail,Off-us
175764154289456,Perempuan,20,<25,Married,27938778,15-50Jt,S3,Makassar,Private,3684113053,PAYROLL,5/9/2019,MOBILE BANKING,200010205,4/14/2025,8177265,EDC,F&B,Off-us
718982318537602,Laki-Laki,38,35-44,Divorce,163886613,>100Jt,D3,Bandung,Private,3796872884,GIRO,5/24/2018,INTERNET BANKING,643553538,8/13/2025,9575633,QRIS,Transport,Off-us
816942161261759,Laki-Laki,48,45-59,Divorce,97455633,50-100Jt,S1,Makassar,Priority,6383303873,GIRO,3/10/2021,INTERNET BANKING,813260029,7/13/2025,1998724,Internet,Entertainment,On-us
